px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.86961	-9.09937	-2.72729	-2.12441	-0.991475	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.472376
4.9831	-8.98398	-2.72859	-2.21324	-1.03792	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.03557
5.08865	-8.86363	-2.73634	-2.27727	-1.04302	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.156329
5.15256	-8.73517	-2.73129	-2.28613	-0.972059	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.32414
5.26913	-8.61414	-2.74839	-2.34512	-0.973962	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.491492
5.34411	-8.49016	-2.74157	-2.35365	-0.907688	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.06505
5.45429	-8.38255	-2.74559	-2.40301	-0.906472	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0284253
5.49293	-8.25602	-2.72065	-2.35394	-0.761357	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.2975
5.5981	-8.14642	-2.73757	-2.38995	-0.756463	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.477802
5.7056	-8.03525	-2.74246	-2.42243	-0.743624	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.481438
5.82412	-7.92501	-2.75511	-2.45937	-0.73805	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.301579
5.9425	-7.82567	-2.75902	-2.49587	-0.732412	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.185238
6.07738	-7.72529	-2.77673	-2.53595	-0.729643	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.444491
6.16683	-7.62213	-2.76552	-2.52573	-0.655197	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.12492
6.28931	-7.52753	-2.78374	-2.5541	-0.648619	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.515521
6.39401	-7.41834	-2.77352	-2.54612	-0.579766	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	2.64978
6.52542	-7.32169	-2.78558	-2.57312	-0.573746	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.254136
6.62726	-7.2297	-2.77677	-2.56899	-0.520208	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	1.76409
6.74573	-7.13469	-2.79121	-2.58502	-0.509408	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.566987
6.86407	-7.05867	-2.7931	-2.60925	-0.50926	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.140679
6.98032	-6.97995	-2.79466	-2.62869	-0.503597	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.151797
7.10177	-6.89056	-2.78894	-2.6355	-0.47304	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.758581
7.2393	-6.80681	-2.7979	-2.65649	-0.467497	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.155014
7.33381	-6.70711	-2.77969	-2.62557	-0.382473	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	4.45455
7.45167	-6.62316	-2.78606	-2.63518	-0.373086	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.325716
7.57201	-6.55296	-2.78526	-2.64866	-0.364822	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.0460209
7.68942	-6.47998	-2.78473	-2.66117	-0.359554	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.142969
7.83639	-6.44226	-2.80307	-2.72412	-0.433347	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.92654
7.96399	-6.37813	-2.80684	-2.7409	-0.428479	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0819389
8.06058	-6.26748	-2.76504	-2.67674	-0.286295	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	15.1253
8.19097	-6.18914	-2.76541	-2.68497	-0.279117	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.200078
8.28936	-6.07502	-2.73858	-2.63102	-0.172085	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	7.61124
8.41097	-5.99244	-2.73478	-2.63283	-0.165022	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.287747
8.5602	-5.9446	-2.74833	-2.68286	-0.232208	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.28599
8.68893	-5.87017	-2.74647	-2.68931	-0.226293	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.159763
8.81701	-5.79505	-2.743	-2.69151	-0.213198	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.417516
8.95289	-5.71568	-2.75011	-2.69497	-0.20502	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.173048
9.04448	-5.61418	-2.72609	-2.64314	-0.10856	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	6.17536
9.16269	-5.52957	-2.73454	-2.63701	-0.0972518	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.329034
9.28064	-5.43943	-2.72535	-2.61589	-0.0559994	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.07959
9.40138	-5.35858	-2.72066	-2.61356	-0.050957	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.184416
9.47338	-5.21264	-2.68298	-2.50886	0.116501	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	17.5994
9.58691	-5.1136	-2.68456	-2.49475	0.123862	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.149456
9.68906	-5.00402	-2.67931	-2.46066	0.164157	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.968297
9.7953	-4.89557	-2.68174	-2.4411	0.174124	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.281362
9.90518	-4.79585	-2.68085	-2.42226	0.190467	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.362987
10.0068	-4.69018	-2.67877	-2.40485	0.197065	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.177239
10.0987	-4.59264	-2.67719	-2.38666	0.207868	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.212537
10.1896	-4.48716	-2.68066	-2.36745	0.215956	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.207265
10.2687	-4.35696	-2.67394	-2.31414	0.277851	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.221
10.3613	-4.23145	-2.68034	-2.28853	0.287225	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.280349
10.4677	-4.12927	-2.68364	-2.29449	0.250914	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1.03043
10.5622	-4.00294	-2.69263	-2.2726	0.258039	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.211732
10.6648	-3.89474	-2.69562	-2.27171	0.236336	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.311872
10.7571	-3.77381	-2.6991	-2.25446	0.240123	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.0512774
10.8555	-3.65984	-2.70198	-2.24615	0.233145	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.096921
10.9461	-3.52495	-2.71469	-2.22455	0.240721	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.308764
10.9948	-3.37242	-2.70787	-2.14349	0.347712	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.57749
11.0682	-3.22922	-2.71762	-2.11446	0.35645	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.2993
11.1148	-3.07822	-2.71657	-2.05447	0.416186	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1.96486
11.1768	-2.92808	-2.72731	-2.02219	0.424265	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.3063
11.1689	-2.74684	-2.72533	-1.89808	0.579298	11.0233	-2.67356	11.15	-2.7	0	2.72847	11.9208
11.2011	-2.59452	-2.72649	-1.85624	0.588387	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.326384
11.2054	-2.42834	-2.73258	-1.77023	0.673176	11.2541	-2.42353	11.15	-2.4	0	2.72732	3.64456
11.2202	-2.27702	-2.73019	-1.72585	0.68012	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.219913
11.3228	-2.16685	-2.71225	-1.80738	0.490862	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	18.5418
11.3537	-2.0083	-2.72381	-1.77609	0.49352	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.213983
11.3	-1.83387	-2.72993	-1.63764	0.670525	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	16.4627
11.2957	-1.67616	-2.73368	-1.5928	0.677346	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.238339
11.2975	-1.52562	-2.73438	-1.55607	0.67698	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0157379
11.2874	-1.3706	-2.73769	-1.51521	0.679828	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0598703
11.2305	-1.2108	-2.75117	-1.4165	0.778072	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	5.292
11.196	-1.06082	-2.75108	-1.36891	0.782449	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.0890028
11.0766	-0.903002	-2.78054	-1.21905	0.949885	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	15.029
11.0078	-0.756837	-2.78413	-1.15943	0.956103	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.242542
10.9454	-0.61795	-2.78094	-1.11339	0.9437	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.276415
10.869	-0.476331	-2.78777	-1.05883	0.945062	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.113533
10.6995	-0.36227	-2.84427	-0.888638	1.13742	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	23.3774
10.5982	-0.254125	-2.84602	-0.826775	1.1416	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.110867
10.5067	-0.143331	-2.82444	-0.788451	1.10175	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.6264
10.3846	-0.0560299	-2.80897	-0.716993	1.11509	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.479355
10.2427	0.0303266	-2.82428	-0.626398	1.15956	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.74295
10.1004	0.0856913	-2.80275	-0.543279	1.18283	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.05444
9.95637	0.151231	-2.80531	-0.465572	1.20002	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.451622
9.80246	0.182245	-2.78659	-0.376684	1.2266	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.00868
9.6851	0.227688	-2.72496	-0.335374	1.18374	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	6.78881
9.54192	0.246989	-2.70807	-0.255782	1.20204	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.565774
9.40223	0.272586	-2.69888	-0.187624	1.20558	9.56225	0.148577	9.4	0.15	-2.72659	0	0.49763
9.25077	0.261952	-2.68446	-0.0981013	1.23252	9.25348	0.150166	9.25	0.15	-2.72658	0	0.721245
9.104	0.26542	-2.67868	-0.0268316	1.23611	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.0881895
8.95386	0.258642	-2.67927	0.0460618	1.24114	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.0318823
8.80895	0.253183	-2.68658	0.109522	1.23659	8.94634	0.26481	8.8	0.25	-2.72783	0	0.412043
8.66134	0.237363	-2.68955	0.173927	1.23216	8.64483	0.254352	8.65	0.25	-2.7278	0	0.030276
8.51314	0.215129	-2.69883	0.235374	1.22408	8.46866	0.251128	8.5	0.25	-2.72395	0	0.154941
8.3695	0.194638	-2.70102	0.288217	1.20815	8.35775	0.250149	8.35	0.25	-2.72395	0	0.190223
8.22554	0.163874	-2.71295	0.339717	1.18967	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.51187
8.08029	0.121068	-2.71872	0.396192	1.17911	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.192947
7.90375	0.168218	-2.80858	0.345008	1.03024	7.74678	0.154598	7.85	0.15	-3.9992	0	25.5511
7.75648	0.124489	-2.82308	0.389802	1.02042	7.63715	0.143302	7.65	0.15	-3.99916	0	0.743466
7.64702	0.0453888	-2.78944	0.47029	1.06399	7.61982	0.157052	7.55	0.15	-1.99868	0	4.10634
7.51218	0.0225165	-2.78724	0.489223	1.02764	7.43926	0.160393	7.45	0.15	-1.99866	0	1.38868
7.36232	-0.0105195	-2.79874	0.502222	0.971936	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	2.06625
7.21977	-0.0562428	-2.79447	0.530775	0.946071	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.756554
7.10227	-0.148494	-2.77867	0.602467	0.977264	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.53855
6.97357	-0.217006	-2.77278	0.640156	0.961151	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.329299
6.86642	-0.3217	-2.76197	0.712067	0.991132	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.929661
6.75407	-0.408366	-2.75311	0.756418	0.981765	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.20605
6.6474	-0.503655	-2.74666	0.801126	0.970646	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.264495
6.54685	-0.603466	-2.73804	0.84828	0.965491	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.148079
6.46124	-0.729453	-2.73674	0.914834	0.983108	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.347999
6.37339	-0.866779	-2.7484	0.977581	0.990189	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.312682
6.3764	-1.0824	-2.76989	1.171	1.20037	6.35624	-1.10001	6.35	-1.1	0	-2.99522	20.122
6.33237	-1.21827	-2.77154	1.23687	1.20568	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.108201
6.31369	-1.39562	-2.78998	1.35199	1.27776	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.30266
6.29646	-1.54853	-2.78614	1.42849	1.2844	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.186528
6.29816	-1.7096	-2.78927	1.51874	1.31166	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.7921
6.30497	-1.85976	-2.7823	1.59538	1.31746	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.155945
6.29554	-1.99596	-2.75951	1.6349	1.26581	6.38849	-2.02257	6.35	-2	0	-2.73154	1.88705
6.31724	-2.14533	-2.7562	1.70834	1.27033	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0630993
6.31173	-2.26676	-2.72978	1.73171	1.20799	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.75426
6.3366	-2.40521	-2.73459	1.79164	1.20618	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.0538328
6.38225	-2.5579	-2.75099	1.87217	1.22959	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.689846
6.43519	-2.70647	-2.75705	1.94137	1.2296	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.134256
6.48474	-2.84746	-2.75482	1.99932	1.21582	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.209625
6.55013	-2.98792	-2.75972	2.06411	1.21244	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0521988
6.5951	-3.1184	-2.72117	2.08957	1.14618	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.39721
6.64191	-3.27926	-2.74926	2.12403	1.11091	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.16291
6.69881	-3.41736	-2.74533	2.15945	1.07687	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.50806
6.75041	-3.5757	-2.76957	2.18483	1.03723	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.06072
6.81753	-3.70686	-2.75678	2.2171	1.00337	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.46581
6.89447	-3.84614	-2.76962	2.25376	0.981811	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.561641
6.99384	-3.97917	-2.78915	2.30207	0.974613	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.59282
7.05693	-4.1399	-2.81315	2.31003	0.923045	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.65264
7.11845	-4.2574	-2.75313	2.31715	0.861849	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	9.56729
7.17922	-4.4109	-2.76669	2.31904	0.812087	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.07313
7.26419	-4.53712	-2.76155	2.34141	0.785232	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.24479
7.31295	-4.69533	-2.7683	2.32749	0.724502	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	2.9949
7.42058	-4.82759	-2.80942	2.36317	0.725937	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.36479
7.48026	-4.99004	-2.81998	2.34735	0.666236	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	2.63472
7.55082	-5.1037	-2.79914	2.35363	0.634039	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.10849
7.59671	-5.26514	-2.81147	2.32463	0.569014	7.46174	-5.44979	7.45	-5.45	0.999999	-3	3.17529
7.67799	-5.38637	-2.78988	2.33336	0.54182	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.61813
7.74886	-5.53822	-2.7968	2.32244	0.498476	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	1.3266
7.83027	-5.65926	-2.76874	2.32611	0.468123	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	2.75356
7.88474	-5.82289	-2.77391	2.29764	0.411006	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	2.21494
7.9666	-5.94277	-2.75658	2.30307	0.390469	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.945357
8.03693	-6.08499	-2.75775	2.29225	0.356729	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.770358
8.1499	-6.20215	-2.81403	2.32311	0.379228	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.83086
8.21615	-6.34159	-2.8208	2.3069	0.342343	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.95995
8.28591	-6.45629	-2.76378	2.29789	0.304726	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	8.17964
8.35352	-6.597	-2.76192	2.28246	0.271273	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.79468
8.435	-6.71595	-2.74793	2.28366	0.255521	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.790006
8.48731	-6.86962	-2.74671	2.25259	0.208781	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	1.46838
8.59936	-7.00055	-2.78754	2.27151	0.222332	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.17935
8.65542	-7.15787	-2.79029	2.24029	0.177526	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	1.26036
8.74424	-7.2826	-2.78781	2.24315	0.169697	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.135563
8.81717	-7.41638	-2.78487	2.23303	0.149716	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.312704
8.90036	-7.52935	-2.79394	2.2397	0.151329	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.917219
8.94838	-7.67436	-2.79715	2.20887	0.111935	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	1.00629
9.00661	-7.79862	-2.75817	2.18943	0.0787053	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.47294
9.04929	-7.96591	-2.7652	2.14792	0.0318481	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.38089
9.09213	-8.09568	-2.7192	2.11567	-0.0139274	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	5.04164
9.13474	-8.23851	-2.71217	2.08834	-0.0411409	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.771899
9.19527	-8.36994	-2.70331	2.07588	-0.053537	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.33098
9.24032	-8.51516	-2.7021	2.0509	-0.0758821	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.384446
9.32786	-8.64506	-2.73192	2.07015	-0.0402587	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.22053
9.38175	-8.79628	-2.73929	2.04944	-0.0586137	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.269176
9.44684	-8.93149	-2.73813	2.04269	-0.0627091	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0298363
9.49234	-9.08925	-2.74793	2.01633	-0.0853867	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.419288
9.5529	-9.21905	-2.75652	2.01255	-0.0829246	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.242622
9.59325	-9.36743	-2.76882	1.98837	-0.102566	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.445822
9.61471	-9.50887	-2.7287	1.94166	-0.161007	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.83242
9.66126	-9.6541	-2.73087	1.9265	-0.16725	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.0292395
9.68343	-9.79536	-2.70516	1.88775	-0.208867	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.23231
9.70762	-9.94664	-2.70674	1.85953	-0.22552	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.223149
9.76499	-10.0736	-2.72447	1.87314	-0.188363	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.26378
9.78897	-10.2153	-2.72996	1.85004	-0.201636	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.153794
9.83599	-10.3597	-2.73727	1.8474	-0.188634	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.30503
9.8706	-10.511	-2.74192	1.83158	-0.193782	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0453159
9.88005	-10.6566	-2.72027	1.79026	-0.237523	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.16247
9.89191	-10.8158	-2.72785	1.76099	-0.253136	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.220303
9.88959	-10.9607	-2.70868	1.71777	-0.293716	9.75887	-10.887	9.85	-11	0	-2.72395	1.55765
9.8963	-11.1171	-2.71446	1.69049	-0.304298	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.110008
9.90561	-11.2662	-2.71217	1.66606	-0.314788	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0935936
9.89941	-11.4236	-2.71817	1.63445	-0.328383	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.180888
9.9044	-11.5753	-2.71857	1.61153	-0.335533	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.163189
9.88915	-11.7303	-2.72207	1.57895	-0.34898	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.198455
9.86828	-11.8644	-2.71306	1.53892	-0.381006	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.7019
9.83349	-12.0127	-2.72433	1.49905	-0.400246	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.475359
9.69953	-12.1494	-2.67737	1.33601	-0.605081	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	27.0151
9.63915	-12.2874	-2.67399	1.28699	-0.620585	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.543876
9.5763	-12.4254	-2.67154	1.23193	-0.649582	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.42911
9.4819	-12.5677	-2.68171	1.16787	-0.675286	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	1.14396
9.34973	-12.6749	-2.67477	1.04112	-0.809232	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	8.534
9.25511	-12.7859	-2.6775	0.984508	-0.823864	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.523359
9.13762	-12.896	-2.67809	0.897651	-0.883889	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	1.6446
9.02617	-13.0004	-2.67624	0.837143	-0.895167	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.418271
8.82708	-13.0696	-2.69346	0.654204	-1.09329	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	18.6718
8.69704	-13.1403	-2.68474	0.583996	-1.10427	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.576232
8.5799	-13.2071	-2.68288	0.526461	-1.10582	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.227049
8.4406	-13.2664	-2.69104	0.458532	-1.1153	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.553265
8.24518	-13.2658	-2.72322	0.286504	-1.28781	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	15.5983
8.12049	-13.2778	-2.703	0.215207	-1.29889	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.939304
7.99058	-13.3154	-2.68603	0.171913	-1.25539	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	1.44002
7.84589	-13.3228	-2.67748	0.0965634	-1.26343	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.256942
7.67383	-13.2975	-2.70034	-0.023257	-1.33648	7.57824	-13.1345	7.65	-13.25	-3.62957	0	3.50154
7.51496	-13.2814	-2.70594	-0.103812	-1.3413	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.269223
7.37778	-13.2774	-2.68824	-0.151434	-1.30115	7.33241	-13.2718	7.3	-13.25	-2.7301	0	1.27222
7.21818	-13.2489	-2.70134	-0.225725	-1.30021	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.396041
7.0813	-13.2275	-2.68112	-0.27133	-1.25889	6.97467	-13.1643	7	-13.25	-2.72703	0	1.73189
6.92613	-13.1955	-2.69761	-0.332857	-1.2473	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.432822
6.78704	-13.1485	-2.69775	-0.39632	-1.24077	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.131655
6.63558	-13.1033	-2.71507	-0.452337	-1.22487	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.51469
6.50019	-13.0294	-2.71765	-0.521601	-1.22496	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.390955
6.3497	-12.9745	-2.73872	-0.56938	-1.20122	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.848203
6.22662	-12.9158	-2.71043	-0.605669	-1.1574	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.40969
6.07405	-12.8614	-2.73468	-0.639108	-1.12282	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.39818
5.9648	-12.81	-2.70814	-0.663874	-1.08091	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.57971
5.81845	-12.7563	-2.73672	-0.684768	-1.04263	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.74284
5.70132	-12.6735	-2.72774	-0.728053	-1.02499	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.542004
5.56196	-12.5899	-2.74711	-0.76191	-0.999399	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.760516
